seg_id,rate,year,year_std,path_name,path_supplement,notes
1,highway,1988,1988,沪嘉高速,,上海到嘉定
2,highway,1989,1988,广佛高速,,广州到佛山
3,highway,1990,1988,沈大高速,,沈阳到大连
4,highway,1991,1988,合宁高速,,合肥到南京
5,highway,1993,1988,京津塘高速,,北京到天津
6,highway,1993,1988,济青高速,,济南到青岛
7,highway,1993,1988,京石高速,,北京到石家庄
8,first-rate,1994,1988,,,
9,highway,1994,1988,成渝高速,,成都到简阳
10,first-rate,1994,1988,,,
11,highway,1994,1988,南海三水高速,,南海到三水
12,first-rate,1994,1988,,,
13,first-rate,1994,1988,,,
14,highway,1994,1988,郑开高速,,郑州到开封
15,first-rate,1994,1988,,,
16,first-rate,1994,1988,,,
17,first-rate,1994,1988,,,
18,first-rate,1994,1988,,,
19,first-rate,1994,1988,,,
20,first-rate,1994,1988,,,
21,first-rate,1994,1988,,,
22,highway,1994,1988,,,青岛到烟台
23,first-rate,1994,1988,,,
24,highway,1994,1988,,,西安到铜川
25,first-rate,1994,1988,,,
26,first-rate,1994,1988,,,
27,first-rate,1994,1988,,,
28,first-rate,1994,1988,,,
29,first-rate,1994,1988,,,
30,first-rate,1994,1988,,,
31,first-rate,1994,1988,,,
32,first-rate,1994,1988,,,
33,first-rate,1994,1988,,,
34,first-rate,1994,1988,,,
35,first-rate,1994,1988,,,
36,first-rate,1994,1988,,,
37,first-rate,1994,1988,,,
38,first-rate,1994,1988,,,
39,first-rate,1994,1988,,,
40,first-rate,1994,1988,,,
41,first-rate,1994,1988,,,
42,first-rate,1994,1988,,,
43,first-rate,1994,1988,,,
44,first-rate,1994,1988,,,
45,first-rate,1994,1988,,,
46,first-rate,1994,1988,,,
47,first-rate,1994,1988,,,
48,first-rate,1994,1988,,,
49,first-rate,1994,1988,,,
50,first-rate,1994,1988,,,
51,first-rate,1994,1988,,,
52,first-rate,1994,1988,,,
53,first-rate,1994,1988,,,
54,first-rate,1994,1988,,,
55,first-rate,1994,1988,,,
56,first-rate,1994,1988,,,
57,first-rate,1994,1988,,,
58,first-rate,1994,1988,,,
59,first-rate,1994,1988,,,
60,first-rate,1994,1988,,,
61,first-rate,1994,1988,,,
62,first-rate,1994,1988,,,
63,first-rate,1994,1988,,,
64,first-rate,1994,1988,,,
65,first-rate,1994,1988,,,
66,first-rate,1994,1988,,,
67,first-rate,1994,1988,,,
68,first-rate,1994,1988,,,
69,first-rate,1994,1988,,,
70,first-rate,1994,1988,,,
71,first-rate,1994,1988,,,
72,first-rate,1994,1988,,,
73,first-rate,1994,1988,,,
74,first-rate,1994,1988,,,
75,first-rate,1994,1988,,,
76,first-rate,1994,1988,,,
77,first-rate,1994,1988,,,
78,first-rate,1994,1988,,,
79,first-rate,1994,1988,,,
80,first-rate,1994,1988,,,
81,first-rate,1994,1988,,,
82,first-rate,1994,1988,,,
83,first-rate,1994,1988,,,
84,first-rate,1994,1988,,,
85,first-rate,1994,1988,,,
86,first-rate,1994,1988,,,
87,first-rate,1994,1988,,,
88,first-rate,1994,1988,,,
89,first-rate,1994,1988,,,
90,first-rate,1994,1988,,,
91,first-rate,1994,1988,,,
92,first-rate,1994,1988,,,
93,first-rate,1994,1988,,,
94,first-rate,1994,1988,,,
95,first-rate,1994,1988,,,
96,first-rate,1994,1988,,,
97,first-rate,1994,1988,,,
98,first-rate,1994,1988,,,
99,first-rate,1994,1988,,,
100,first-rate,1994,1988,,,
101,first-rate,1994,1988,,,
102,first-rate,1994,1988,,,
103,first-rate,1994,1988,,,
104,first-rate,1994,1988,,,
105,first-rate,1994,1988,,,
106,first-rate,1994,1988,,,
107,first-rate,1994,1988,,,
108,first-rate,1994,1988,,,
109,first-rate,1994,1988,,,
110,first-rate,1994,1988,,,
111,first-rate,1994,1988,,,
112,first-rate,1994,1988,,,
113,first-rate,1994,1988,,,
114,first-rate,1994,1988,,,
115,first-rate,1994,1988,,,
116,first-rate,1994,1988,,,
117,first-rate,1994,1988,,,
118,first-rate,1994,1988,,,
119,first-rate,1994,1988,,,
120,first-rate,1994,1988,,,
121,first-rate,1994,1988,,,
122,first-rate,1994,1988,,,
123,first-rate,1994,1988,,,
124,first-rate,1994,1988,,,
125,first-rate,1994,1988,,,
126,first-rate,1994,1988,,,
127,first-rate,1994,1988,,,
128,first-rate,1994,1988,,,
129,first-rate,1994,1988,,,
130,first-rate,1994,1988,,,
131,first-rate,1994,1988,,,
